id:ID(KG),:LABEL,name,provided_by,accession,length,source_db,mane_status,mane_refseq_nuc,mane_ensembl_nuc,mane_ensembl_prot
NCBIProtein:NP_000321,Protein,retinoschisin precursor,NCBI:RefSeq,NP_000321.1,224,RefSeq,MANE Select,NM_000330.4,ENST00000379984.4,ENSP00000369320.3
NCBIProtein:NP_006502,Protein,regulatory solute carrier protein family 1 member 1,NCBI:RefSeq,NP_006502.1,617,RefSeq,MANE Select,NM_006511.3,ENST00000345034.2,ENSP00000341963.1
NCBIProtein:NP_005610,Protein,reticulon-2 isoform A,NCBI:RefSeq,NP_005610.1,545,RefSeq,MANE Select,NM_005619.5,ENST00000245923.9,ENSP00000245923.3
NCBIProtein:NP_002948,Protein,retinoic acid receptor RXR-alpha isoform a,NCBI:RefSeq,NP_002948.1,462,RefSeq,MANE Select,NM_002957.6,ENST00000481739.2,ENSP00000419692.1
NCBIProtein:NP_002949,Protein,tyrosine-protein kinase RYK isoform 2 precursor,NCBI:RefSeq,NP_002949.2,607,RefSeq,MANE Select,NM_002958.4,ENST00000623711.4,ENSP00000485095.1
NCBIProtein:NP_000531,Protein,ryanodine receptor 1 isoform 1,NCBI:RefSeq,NP_000531.2,5038,RefSeq,MANE Select,NM_000540.3,ENST00000359596.8,ENSP00000352608.2
NCBIProtein:NP_001026,Protein,ryanodine receptor 2,NCBI:RefSeq,NP_001026.2,4967,RefSeq,MANE Select,NM_001035.3,ENST00000366574.7,ENSP00000355533.2
NCBIProtein:NP_001027,Protein,ryanodine receptor 3 isoform 1,NCBI:RefSeq,NP_001027.3,4870,RefSeq,MANE Select,NM_001036.6,ENST00000634891.2,ENSP00000489262.1
NCBIProtein:NP_006262,Protein,protein S100-A1,NCBI:RefSeq,NP_006262.1,94,RefSeq,MANE Select,NM_006271.2,ENST00000292169.6,ENSP00000292169.2
NCBIProtein:NP_002950,Protein,sortilin isoform 1 preproprotein,NCBI:RefSeq,NP_002950.3,831,RefSeq,MANE Select,NM_002959.7,ENST00000256637.8,ENSP00000256637.6
NCBIProtein:NP_005612,Protein,protein S100-A12,NCBI:RefSeq,NP_005612.1,92,RefSeq,MANE Select,NM_005621.2,ENST00000368737.5,ENSP00000357726.3
NCBIProtein:NP_001019382,Protein,protein S100-A13,NCBI:RefSeq,NP_001019382.1,98,RefSeq,MANE Select,NM_001024211.2,ENST00000476133.6,ENSP00000507299.1
NCBIProtein:NP_005613,Protein,"acyl-coenzyme A synthetase ACSM3, mitochondrial isoform 1",NCBI:RefSeq,NP_005613.2,586,RefSeq,MANE Select,NM_005622.4,ENST00000289416.10,ENSP00000289416.5
NCBIProtein:NP_002959,Protein,sal-like protein 1 isoform a,NCBI:RefSeq,NP_002959.2,1324,RefSeq,MANE Select,NM_002968.3,ENST00000251020.9,ENSP00000251020.4
NCBIProtein:NP_002960,Protein,mitogen-activated protein kinase 12 isoform 1,NCBI:RefSeq,NP_002960.2,367,RefSeq,MANE Select,NM_002969.6,ENST00000215659.13,ENSP00000215659.8
NCBIProtein:NP_006504,Protein,"serine--tRNA ligase, cytoplasmic isoform a",NCBI:RefSeq,NP_006504.2,514,RefSeq,MANE Select,NM_006513.4,ENST00000234677.7,ENSP00000234677.2
NCBIProtein:NP_002963,Protein,myotubularin-related protein 5 isoform 1,NCBI:RefSeq,NP_002963.2,1893,RefSeq,MANE Select,NM_002972.4,ENST00000380817.8,ENSP00000370196.2
NCBIProtein:NP_006736,Protein,methylsterol monooxygenase 1 isoform 1,NCBI:RefSeq,NP_006736.1,293,RefSeq,MANE Select,NM_006745.5,ENST00000261507.11,ENSP00000261507.6
NCBIProtein:NP_008849,Protein,lathosterol oxidase,NCBI:RefSeq,NP_008849.2,299,RefSeq,MANE Select,NM_006918.5,ENST00000264027.9,ENSP00000264027.4
NCBIProtein:NP_005054,Protein,stearoyl-CoA desaturase,NCBI:RefSeq,NP_005054.3,359,RefSeq,MANE Select,NM_005063.5,ENST00000370355.3,ENSP00000359380.2
NCBIProtein:NP_002966,Protein,C-type lectin domain family 11 member A precursor,NCBI:RefSeq,NP_002966.1,323,RefSeq,MANE Select,NM_002975.3,ENST00000250340.9,ENSP00000250340.3
NCBIProtein:NP_001029,Protein,epithelial sodium channel subunit alpha isoform 1,NCBI:RefSeq,NP_001029.1,669,RefSeq,MANE Select,NM_001038.6,ENST00000228916.7,ENSP00000228916.2
NCBIProtein:NP_000327,Protein,epithelial sodium channel subunit beta isoform 1,NCBI:RefSeq,NP_000327.2,640,RefSeq,MANE Select,NM_000336.3,ENST00000343070.7,ENSP00000345751.2
NCBIProtein:NP_001030,Protein,epithelial sodium channel subunit gamma,NCBI:RefSeq,NP_001030.2,649,RefSeq,MANE Select,NM_001039.4,ENST00000300061.3,ENSP00000300061.2
NCBIProtein:NP_004580,Protein,cytochrome c oxidase assembly factor SCO1,NCBI:RefSeq,NP_004580.1,301,RefSeq,MANE Select,NM_004589.4,ENST00000255390.10,ENSP00000255390.5
NCBIProtein:NP_002970,Protein,sterol carrier protein 2 isoform 1 precursor,NCBI:RefSeq,NP_002970.2,547,RefSeq,MANE Select,NM_002979.5,ENST00000371514.8,ENSP00000360569.3
NCBIProtein:NP_068739,Protein,secretin preproprotein,NCBI:RefSeq,NP_068739.1,121,RefSeq,MANE Select,NM_021920.4,ENST00000176195.4,ENSP00000176195.3
NCBIProtein:NP_002972,Protein,C-C motif chemokine 1 precursor,NCBI:RefSeq,NP_002972.1,96,RefSeq,MANE Select,NM_002981.2,ENST00000225842.4,ENSP00000225842.3
NCBIProtein:NP_002974,Protein,C-C motif chemokine 3 precursor,NCBI:RefSeq,NP_002974.1,92,RefSeq,MANE Select,NM_002983.3,ENST00000613922.2,ENSP00000477908.1
NCBIProtein:NP_002976,Protein,C-C motif chemokine 5 isoform 1 precursor,NCBI:RefSeq,NP_002976.2,91,RefSeq,MANE Select,NM_002985.3,ENST00000605140.6,ENSP00000475057.1
NCBIProtein:NP_006264,Protein,C-C motif chemokine 7 precursor,NCBI:RefSeq,NP_006264.2,99,RefSeq,MANE Select,NM_006273.4,ENST00000378569.2,ENSP00000367832.2
NCBIProtein:NP_005614,Protein,C-C motif chemokine 8 precursor,NCBI:RefSeq,NP_005614.2,99,RefSeq,MANE Select,NM_005623.3,ENST00000394620.2,ENSP00000378118.1
NCBIProtein:NP_002977,Protein,eotaxin precursor,NCBI:RefSeq,NP_002977.1,97,RefSeq,MANE Select,NM_002986.3,ENST00000305869.4,ENSP00000302234.3
NCBIProtein:NP_005399,Protein,C-C motif chemokine 13 precursor,NCBI:RefSeq,NP_005399.1,98,RefSeq,MANE Select,NM_005408.3,ENST00000225844.7,ENSP00000225844.2
NCBIProtein:NP_116739,Protein,C-C motif chemokine 14 isoform 1 precursor,NCBI:RefSeq,NP_116739.1,93,RefSeq,MANE Select,NM_032963.4,ENST00000618404.5,ENSP00000481023.1
NCBIProtein:NP_116741,Protein,C-C motif chemokine 15 preproprotein,NCBI:RefSeq,NP_116741.2,113,RefSeq,MANE Select,NM_032965.6,ENST00000617897.2,ENSP00000484078.1
NCBIProtein:NP_006265,Protein,C-C motif chemokine 19 precursor,NCBI:RefSeq,NP_006265.1,98,RefSeq,MANE Select,NM_006274.3,ENST00000311925.7,ENSP00000308815.2
NCBIProtein:NP_002980,Protein,C-C motif chemokine 21 precursor,NCBI:RefSeq,NP_002980.1,134,RefSeq,MANE Select,NM_002989.4,ENST00000259607.7,ENSP00000259607.2
NCBIProtein:NP_005055,Protein,C-C motif chemokine 23 isoform CKbeta8-1 precursor,NCBI:RefSeq,NP_005055.3,137,RefSeq,MANE Select,NM_005064.6,ENST00000615050.2,ENSP00000481357.1
NCBIProtein:NP_002987,Protein,fractalkine isoform 1 precursor,NCBI:RefSeq,NP_002987.1,397,RefSeq,MANE Select,NM_002996.6,ENST00000006053.7,ENSP00000006053.6
NCBIProtein:NP_005616,Protein,syntenin-1 isoform 1,NCBI:RefSeq,NP_005616.2,298,RefSeq,MANE Select,NM_005625.4,ENST00000260130.9,ENSP00000260130.4
NCBIProtein:NP_954637,Protein,stromal cell-derived factor 1 isoform alpha precursor,NCBI:RefSeq,NP_954637.1,89,RefSeq,MANE Select,NM_199168.4,ENST00000343575.11,ENSP00000339913.6
NCBIProtein:NP_004159,Protein,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial isoform 1",NCBI:RefSeq,NP_004159.2,664,RefSeq,MANE Select,NM_004168.4,ENST00000264932.11,ENSP00000264932.6
NCBIProtein:NP_002991,Protein,"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial isoform 1 precursor",NCBI:RefSeq,NP_002991.2,280,RefSeq,MANE Select,NM_003000.3,ENST00000375499.8,ENSP00000364649.3
NCBIProtein:NP_002992,Protein,"succinate dehydrogenase cytochrome b560 subunit, mitochondrial isoform 1 precursor",NCBI:RefSeq,NP_002992.1,169,RefSeq,MANE Select,NM_003001.5,ENST00000367975.7,ENSP00000356953.3
NCBIProtein:NP_002993,Protein,"succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial isoform a precursor",NCBI:RefSeq,NP_002993.1,159,RefSeq,MANE Select,NM_003002.4,ENST00000375549.8,ENSP00000364699.3
NCBIProtein:NP_005056,Protein,protein sel-1 homolog 1 isoform 1 precursor,NCBI:RefSeq,NP_005056.3,794,RefSeq,MANE Select,NM_005065.6,ENST00000336735.9,ENSP00000337053.4
NCBIProtein:NP_000441,Protein,E-selectin precursor,NCBI:RefSeq,NP_000441.2,610,RefSeq,MANE Select,NM_000450.2,ENST00000333360.12,ENSP00000331736.7
NCBIProtein:NP_000646,Protein,L-selectin precursor,NCBI:RefSeq,NP_000646.3,372,RefSeq,MANE Select,NM_000655.5,ENST00000236147.6,ENSP00000236147.5
NCBIProtein:NP_002996,Protein,P-selectin precursor,NCBI:RefSeq,NP_002996.2,830,RefSeq,MANE Select,NM_003005.4,ENST00000263686.11,ENSP00000263686.5
NCBIProtein:NP_003001,Protein,dual specificity mitogen-activated protein kinase kinase 4 isoform 1,NCBI:RefSeq,NP_003001.1,399,RefSeq,MANE Select,NM_003010.4,ENST00000353533.10,ENSP00000262445.5
NCBIProtein:NP_003002,Protein,protein SET isoform 2,NCBI:RefSeq,NP_003002.2,277,RefSeq,MANE Select,NM_003011.4,ENST00000322030.13,ENSP00000318012.9
NCBIProtein:NP_006506,Protein,histone-lysine N-methyltransferase SETMAR isoform 1,NCBI:RefSeq,NP_006506.3,684,RefSeq,MANE Select,NM_006515.4,ENST00000358065.5,ENSP00000373354.3
NCBIProtein:NP_003005,Protein,secreted frizzled-related protein 4 precursor,NCBI:RefSeq,NP_003005.2,346,RefSeq,MANE Select,NM_003014.4,ENST00000436072.7,ENSP00000410715.2
NCBIProtein:NP_005617,Protein,serine/arginine-rich splicing factor 4,NCBI:RefSeq,NP_005617.2,494,RefSeq,MANE Select,NM_005626.5,ENST00000373795.7,ENSP00000362900.4
NCBIProtein:NP_001307143,Protein,serine/arginine-rich splicing factor 5 isoform 1,NCBI:RefSeq,NP_001307143.1,272,RefSeq,MANE Select,NM_001320214.2,ENST00000557154.6,ENSP00000451088.1
NCBIProtein:NP_006266,Protein,serine/arginine-rich splicing factor 6,NCBI:RefSeq,NP_006266.2,344,RefSeq,MANE Select,NM_006275.6,ENST00000244020.5,ENSP00000244020.3
NCBIProtein:NP_004584,Protein,transformer-2 protein homolog beta isoform 1,NCBI:RefSeq,NP_004584.1,288,RefSeq,MANE Select,NM_004593.3,ENST00000453386.7,ENSP00000416959.2
NCBIProtein:NP_000533,Protein,pulmonary surfactant-associated protein B isoform 1 precursor,NCBI:RefSeq,NP_000533.4,381,RefSeq,MANE Select,NM_000542.5,ENST00000519937.7,ENSP00000428719.2
NCBIProtein:NP_003010,Protein,pulmonary surfactant-associated protein D precursor,NCBI:RefSeq,NP_003010.4,375,RefSeq,MANE Select,NM_003019.5,ENST00000372292.8,ENSP00000361366.3
NCBIProtein:NP_001137148,Protein,serine/threonine-protein kinase Sgk1 isoform 2,NCBI:RefSeq,NP_001137148.1,526,RefSeq,MANE Select,NM_001143676.3,ENST00000367858.10,ENSP00000356832.5
NCBIProtein:NP_003012,Protein,small glutamine-rich tetratricopeptide repeat-containing protein alpha,NCBI:RefSeq,NP_003012.1,313,RefSeq,MANE Select,NM_003021.4,ENST00000221566.7,ENSP00000221566.1
NCBIProtein:NP_003013,Protein,adapter SH3BGRL,NCBI:RefSeq,NP_003013.1,114,RefSeq,MANE Select,NM_003022.3,ENST00000373212.6,ENSP00000362308.5
NCBIProtein:NP_003016,Protein,endophilin-A2 isoform 1,NCBI:RefSeq,NP_003016.1,368,RefSeq,MANE Select,NM_003025.4,ENST00000269886.7,ENSP00000269886.2
NCBIProtein:NP_003017,Protein,endophilin-A1,NCBI:RefSeq,NP_003017.1,352,RefSeq,MANE Select,NM_003026.5,ENST00000380607.5,ENSP00000369981.4
NCBIProtein:NP_003018,Protein,endophilin-A3 isoform a,NCBI:RefSeq,NP_003018.3,347,RefSeq,MANE Select,NM_003027.5,ENST00000427482.7,ENSP00000391372.2
NCBIProtein:NP_001031,Protein,sex hormone-binding globulin isoform 1 precursor,NCBI:RefSeq,NP_001031.2,402,RefSeq,MANE Select,NM_001040.5,ENST00000380450.9,ENSP00000369816.4
NCBIProtein:NP_001123512,Protein,SHC-transforming protein 1 isoform 3,NCBI:RefSeq,NP_001123512.1,584,RefSeq,MANE Select,NM_001130040.2,ENST00000448116.7,ENSP00000401303.3
NCBIProtein:NP_071322,Protein,F-box/WD repeat-containing protein 4 isoform 1,NCBI:RefSeq,NP_071322.2,567,RefSeq,MANE Select,NM_022039.4,ENST00000331272.9,ENSP00000359149.3
NCBIProtein:NP_004160,Protein,"serine hydroxymethyltransferase, cytosolic isoform 1",NCBI:RefSeq,NP_004160.3,483,RefSeq,MANE Select,NM_004169.5,ENST00000316694.8,ENSP00000318868.3
NCBIProtein:NP_005403,Protein,"serine hydroxymethyltransferase, mitochondrial isoform 1 precursor",NCBI:RefSeq,NP_005403.2,504,RefSeq,MANE Select,NM_005412.6,ENST00000328923.8,ENSP00000333667.3
NCBIProtein:NP_001032,Protein,"sucrase-isomaltase, intestinal",NCBI:RefSeq,NP_001032.2,1827,RefSeq,MANE Select,NM_001041.4,ENST00000264382.8,ENSP00000264382.3
NCBIProtein:NP_003022,Protein,E3 ubiquitin-protein ligase SIAH1 isoform a,NCBI:RefSeq,NP_003022.3,282,RefSeq,MANE Select,NM_003031.4,ENST00000394725.3,ENSP00000378214.2
NCBIProtein:NP_005058,Protein,E3 ubiquitin-protein ligase SIAH2,NCBI:RefSeq,NP_005058.3,324,RefSeq,MANE Select,NM_005067.7,ENST00000312960.4,ENSP00000322457.3
NCBIProtein:NP_775479,Protein,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1",NCBI:RefSeq,NP_775479.1,340,RefSeq,MANE Select,NM_173344.3,ENST00000522652.6,ENSP00000430515.1
NCBIProtein:NP_008858,Protein,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2",NCBI:RefSeq,NP_008858.1,350,RefSeq,MANE Select,NM_006927.4,ENST00000342907.3,ENSP00000345477.2
NCBIProtein:NP_001241686,Protein,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 4 isoform 2",NCBI:RefSeq,NP_001241686.1,333,RefSeq,MANE Select,NM_001254757.2,ENST00000444328.7,ENSP00000394354.2
NCBIProtein:NP_006270,Protein,"CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase isoform j",NCBI:RefSeq,NP_006270.1,375,RefSeq,MANE Select,NM_006279.5,ENST00000347631.8,ENSP00000317192.6
NCBIProtein:NP_003025,Protein,"alpha-N-acetylneuraminide alpha-2,8-sialyltransferase isoform 1",NCBI:RefSeq,NP_003025.1,356,RefSeq,MANE Select,NM_003034.4,ENST00000396037.9,ENSP00000379353.3
NCBIProtein:NP_001371290,Protein,melanocyte protein PMEL isoform 3 preproprotein,NCBI:RefSeq,NP_001371290.1,661,RefSeq,MANE Select,NM_001384361.1,ENST00000548747.6,ENSP00000448828.1
NCBIProtein:NP_008860,Protein,superkiller complex protein 2,NCBI:RefSeq,NP_008860.4,1246,RefSeq,MANE Select,NM_006929.5,ENST00000375394.7,ENSP00000364543.2
NCBIProtein:NP_733779,Protein,S-phase kinase-associated protein 1 isoform b,NCBI:RefSeq,NP_733779.1,163,RefSeq,MANE Select,NM_170679.3,ENST00000353411.11,ENSP00000231487.9
NCBIProtein:NP_005974,Protein,S-phase kinase-associated protein 2 isoform 1,NCBI:RefSeq,NP_005974.2,424,RefSeq,MANE Select,NM_005983.4,ENST00000274255.11,ENSP00000274255.6
NCBIProtein:NP_004161,Protein,excitatory amino acid transporter 3,NCBI:RefSeq,NP_004161.4,524,RefSeq,MANE Select,NM_004170.6,ENST00000262352.8,ENSP00000262352.3
NCBIProtein:NP_000331,Protein,"solute carrier family 2, facilitated glucose transporter member 2 isoform 1",NCBI:RefSeq,NP_000331.1,524,RefSeq,MANE Select,NM_000340.2,ENST00000314251.8,ENSP00000323568.3
NCBIProtein:NP_003030,Protein,"solute carrier family 2, facilitated glucose transporter member 5 isoform 1",NCBI:RefSeq,NP_003030.1,501,RefSeq,MANE Select,NM_003039.3,ENST00000377424.9,ENSP00000366641.4
NCBIProtein:NP_000332,Protein,amino acid transporter heavy chain SLC3A1,NCBI:RefSeq,NP_000332.2,685,RefSeq,MANE Select,NM_000341.4,ENST00000260649.11,ENSP00000260649.6
NCBIProtein:NP_001013269,Protein,amino acid transporter heavy chain SLC3A2 isoform f,NCBI:RefSeq,NP_001013269.1,529,RefSeq,MANE Select,NM_001013251.3,ENST00000338663.12,ENSP00000340815.7
NCBIProtein:NP_000334,Protein,sodium/glucose cotransporter 1 isoform 1,NCBI:RefSeq,NP_000334.1,664,RefSeq,MANE Select,NM_000343.4,ENST00000266088.9,ENSP00000266088.4
NCBIProtein:NP_003032,Protein,sodium/glucose cotransporter 2,NCBI:RefSeq,NP_003032.1,672,RefSeq,MANE Select,NM_003041.4,ENST00000330498.4,ENSP00000327943.3
NCBIProtein:NP_008864,Protein,sodium/myo-inositol cotransporter,NCBI:RefSeq,NP_008864.4,718,RefSeq,MANE Select,NM_006933.7,ENST00000381151.5,ENSP00000370543.3
NCBIProtein:NP_055042,Protein,probable glucose sensor protein SLC5A4,NCBI:RefSeq,NP_055042.1,659,RefSeq,MANE Select,NM_014227.3,ENST00000266086.6,ENSP00000266086.3
NCBIProtein:NP_000444,Protein,sodium/iodide cotransporter isoform 1,NCBI:RefSeq,NP_000444.1,643,RefSeq,MANE Select,NM_000453.3,ENST00000222248.4,ENSP00000222248.2
NCBIProtein:NP_001165972,Protein,sodium-dependent noradrenaline transporter isoform 2,NCBI:RefSeq,NP_001165972.1,617,RefSeq,MANE Select,NM_001172501.3,ENST00000568943.6,ENSP00000457473.1
NCBIProtein:NP_055043,Protein,sodium-dependent proline transporter,NCBI:RefSeq,NP_055043.2,636,RefSeq,MANE Select,NM_014228.5,ENST00000230671.7,ENSP00000230671.2
NCBIProtein:NP_057699,Protein,sodium- and chloride-dependent GABA transporter 2 isoform 1,NCBI:RefSeq,NP_057699.2,602,RefSeq,MANE Select,NM_016615.5,ENST00000343164.9,ENSP00000339260.4
NCBIProtein:NP_055878,Protein,sodium/calcium exchanger 2 precursor,NCBI:RefSeq,NP_055878.1,921,RefSeq,MANE Select,NM_015063.3,ENST00000236877.11,ENSP00000236877.5
NCBIProtein:NP_066920,Protein,sodium/calcium exchanger 1 isoform A precursor,NCBI:RefSeq,NP_066920.1,973,RefSeq,MANE Select,NM_021097.5,ENST00000332839.9,ENSP00000332931.4
NCBIProtein:NP_891977,Protein,sodium/calcium exchanger 3 isoform D precursor,NCBI:RefSeq,NP_891977.1,921,RefSeq,MANE Select,NM_182932.3,ENST00000356921.7,ENSP00000349392.3
NCBIProtein:NP_003038,Protein,sodium/hydrogen exchanger 1,NCBI:RefSeq,NP_003038.2,815,RefSeq,MANE Select,NM_003047.5,ENST00000263980.8,ENSP00000263980.3
NCBIProtein:NP_003040,Protein,hepatic sodium/bile acid cotransporter,NCBI:RefSeq,NP_003040.1,349,RefSeq,MANE Select,NM_003049.4,ENST00000216540.5,ENSP00000216540.4
NCBIProtein:NP_000443,Protein,ileal sodium/bile acid cotransporter,NCBI:RefSeq,NP_000443.2,348,RefSeq,MANE Select,NM_000452.3,ENST00000245312.5,ENSP00000245312.3
NCBIProtein:NP_000569,Protein,natural resistance-associated macrophage protein 1,NCBI:RefSeq,NP_000569.3,550,RefSeq,MANE Select,NM_000578.4,ENST00000233202.11,ENSP00000233202.6
NCBIProtein:NP_000329,Protein,solute carrier family 12 member 1 isoform A,NCBI:RefSeq,NP_000329.2,1099,RefSeq,MANE Select,NM_000338.3,ENST00000380993.8,ENSP00000370381.3
NCBIProtein:NP_001037,Protein,solute carrier family 12 member 2 isoform 1,NCBI:RefSeq,NP_001037.1,1212,RefSeq,MANE Select,NM_001046.3,ENST00000262461.7,ENSP00000262461.2
NCBIProtein:NP_001119580,Protein,solute carrier family 12 member 3 isoform 3,NCBI:RefSeq,NP_001119580.2,1021,RefSeq,MANE Select,NM_001126108.2,ENST00000563236.6,ENSP00000456149.2
NCBIProtein:NP_005063,Protein,solute carrier family 12 member 4 isoform a,NCBI:RefSeq,NP_005063.1,1085,RefSeq,MANE Select,NM_005072.5,ENST00000316341.8,ENSP00000318557.3
NCBIProtein:NP_006508,Protein,monocarboxylate transporter 8,NCBI:RefSeq,NP_006508.2,539,RefSeq,MANE Select,NM_006517.5,ENST00000587091.6,ENSP00000465734.1
NCBIProtein:NP_005065,Protein,sodium-dependent phosphate transport protein 1,NCBI:RefSeq,NP_005065.2,467,RefSeq,MANE Select,NM_005074.5,ENST00000244527.10,ENSP00000244527.4
NCBIProtein:NP_003043,Protein,sodium-dependent phosphate transport protein 2A isoform 1,NCBI:RefSeq,NP_003043.3,639,RefSeq,MANE Select,NM_003052.5,ENST00000324417.6,ENSP00000321424.4
NCBIProtein:NP_003045,Protein,synaptic vesicular amine transporter,NCBI:RefSeq,NP_003045.2,514,RefSeq,MANE Select,NM_003054.6,ENST00000644641.2,ENSP00000496339.1
NCBIProtein:NP_005406,Protein,sodium-dependent phosphate transporter 1,NCBI:RefSeq,NP_005406.3,679,RefSeq,MANE Select,NM_005415.5,ENST00000272542.8,ENSP00000272542.3
NCBIProtein:NP_001244109,Protein,sodium-dependent phosphate transporter 2,NCBI:RefSeq,NP_001244109.1,652,RefSeq,MANE Select,NM_001257180.2,ENST00000520262.6,ENSP00000429754.1
NCBIProtein:NP_005621,Protein,solute carrier organic anion transporter family member 2A1,NCBI:RefSeq,NP_005621.2,643,RefSeq,MANE Select,NM_005630.3,ENST00000310926.11,ENSP00000311291.4
NCBIProtein:NP_001373808,Protein,solute carrier organic anion transporter family member 1A2 isoform 1,NCBI:RefSeq,NP_001373808.1,670,RefSeq,MANE Select,NM_001386879.1,ENST00000683939.1,ENSP00000508235.1
NCBIProtein:NP_003048,Protein,solute carrier family 22 member 1 isoform a,NCBI:RefSeq,NP_003048.1,554,RefSeq,MANE Select,NM_003057.3,ENST00000366963.9,ENSP00000355930.4
NCBIProtein:NP_068812,Protein,solute carrier family 22 member 3,NCBI:RefSeq,NP_068812.1,556,RefSeq,MANE Select,NM_021977.4,ENST00000275300.3,ENSP00000275300.2
NCBIProtein:NP_003050,Protein,solute carrier family 22 member 4,NCBI:RefSeq,NP_003050.2,551,RefSeq,MANE Select,NM_003059.3,ENST00000200652.4,ENSP00000200652.3
NCBIProtein:NP_003051,Protein,organic cation/carnitine transporter 2 isoform b,NCBI:RefSeq,NP_003051.1,557,RefSeq,MANE Select,NM_003060.4,ENST00000245407.8,ENSP00000245407.3
NCBIProtein:NP_003053,Protein,slit homolog 3 protein isoform 2 precursor,NCBI:RefSeq,NP_003053.2,1523,RefSeq,MANE Select,NM_003062.4,ENST00000519560.6,ENSP00000430333.2
NCBIProtein:NP_003054,Protein,sarcolipin,NCBI:RefSeq,NP_003054.1,31,RefSeq,MANE Select,NM_003063.3,ENST00000305991.3,ENSP00000304707.2
NCBIProtein:NP_001269803,Protein,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1 isoform d,NCBI:RefSeq,NP_001269803.1,1070,RefSeq,MANE Select,NM_001282874.2,ENST00000371121.5,ENSP00000360162.4
NCBIProtein:NP_003061,Protein,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2 isoform a,NCBI:RefSeq,NP_003061.3,1590,RefSeq,MANE Select,NM_003070.5,ENST00000349721.8,ENSP00000265773.5
NCBIProtein:NP_003062,Protein,DNA-dependent ATPase/E3 ubiquitin-protein ligase HLTF isoform 1,NCBI:RefSeq,NP_003062.2,1009,RefSeq,MANE Select,NM_003071.4,ENST00000310053.10,ENSP00000308944.5
NCBIProtein:NP_003063,Protein,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 4 isoform B,NCBI:RefSeq,NP_003063.2,1647,RefSeq,MANE Select,NM_003072.5,ENST00000344626.10,ENSP00000343896.4
NCBIProtein:NP_003067,Protein,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1 isoform a,NCBI:RefSeq,NP_003067.3,515,RefSeq,MANE Select,NM_003076.5,ENST00000394963.9,ENSP00000378414.4
NCBIProtein:NP_000534,Protein,sphingomyelin phosphodiesterase isoform 1 precursor,NCBI:RefSeq,NP_000534.3,631,RefSeq,MANE Select,NM_000543.5,ENST00000342245.9,ENSP00000340409.4
