id:ID(KG),:LABEL,name,xref,in_taxon,chromosome,provided_by,source,symbol,gene_type,hgnc_id,omim_ids,swiss_prot,ensembl_ids
NCBIGene:54757,Gene,FAM20A golgi associated secretory pathway pseudokinase,,,17,NCBI:Gene,,FAM20A,PROTEIN_CODING,,611062,,
NCBIGene:5889,Gene,RAD51 paralog C,,,17,NCBI:Gene,,RAD51C,PROTEIN_CODING,,602774,,
NCBIGene:26092,Gene,torsin 1A interacting protein 1,,,1,NCBI:Gene,,TOR1AIP1,PROTEIN_CODING,,614512,,
NCBIGene:285343,Gene,"T cell activation inhibitor, mitochondrial",,,3,NCBI:Gene,,TCAIM,PROTEIN_CODING,,620787,,
NCBIGene:10733,Gene,polo like kinase 4,,,4,NCBI:Gene,,PLK4,PROTEIN_CODING,,605031,,
NCBIGene:284427,Gene,solute carrier family 25 member 41,,,19,NCBI:Gene,,SLC25A41,PROTEIN_CODING,,610822,,
NCBIGene:2674,Gene,GDNF family receptor alpha 1,,,10,NCBI:Gene,,GFRA1,PROTEIN_CODING,,601496,,
NCBIGene:254173,Gene,tubulin tyrosine ligase like 10,,,1,NCBI:Gene,,TTLL10,PROTEIN_CODING,,,,
NCBIGene:11033,Gene,ArfGAP with dual PH domains 1,,,7,NCBI:Gene,,ADAP1,PROTEIN_CODING,,608114,,
NCBIGene:316,Gene,aldehyde oxidase 1,,,2,NCBI:Gene,,AOX1,PROTEIN_CODING,,602841,,
NCBIGene:7324,Gene,ubiquitin conjugating enzyme E2 E1,,,3,NCBI:Gene,,UBE2E1,PROTEIN_CODING,,602916,,
NCBIGene:5714,Gene,"proteasome 26S subunit, non-ATPase 8",,,19,NCBI:Gene,,PSMD8,PROTEIN_CODING,,617844,,
NCBIGene:9644,Gene,SH3 and PX domains 2A,,,10,NCBI:Gene,,SH3PXD2A,PROTEIN_CODING,,619455,,
NCBIGene:3301,Gene,DnaJ heat shock protein family (Hsp40) member A1,,,9,NCBI:Gene,,DNAJA1,PROTEIN_CODING,,602837,,
NCBIGene:3635,Gene,inositol polyphosphate-5-phosphatase D,,,2,NCBI:Gene,,INPP5D,PROTEIN_CODING,,601582,,
NCBIGene:283927,Gene,nudix hydrolase 7,,,16,NCBI:Gene,,NUDT7,PROTEIN_CODING,,609231,,
NCBIGene:5701,Gene,"proteasome 26S subunit, ATPase 2",,,7,NCBI:Gene,,PSMC2,PROTEIN_CODING,,154365,,
NCBIGene:8128,Gene,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",,,15,NCBI:Gene,,ST8SIA2,PROTEIN_CODING,,602546,,
NCBIGene:55066,Gene,pyruvate dehydrogenase phosphatase regulatory subunit,,,16,NCBI:Gene,,PDPR,PROTEIN_CODING,,617835,,
NCBIGene:84693,Gene,methylmalonyl-CoA epimerase,,,2,NCBI:Gene,,MCEE,PROTEIN_CODING,,608419,,
NCBIGene:220963,Gene,solute carrier family 16 member 9,,,10,NCBI:Gene,,SLC16A9,PROTEIN_CODING,,614242,,
NCBIGene:4705,Gene,NADH:ubiquinone oxidoreductase subunit A10,,,2,NCBI:Gene,,NDUFA10,PROTEIN_CODING,,603835,,
NCBIGene:5616,Gene,protein kinase Y-linked (pseudogene),,,Y,NCBI:Gene,,PRKY,PROTEIN_CODING,,400008,,
NCBIGene:339479,Gene,BMP/retinoic acid inducible neural specific 3,,,1,NCBI:Gene,,BRINP3,PROTEIN_CODING,,618390,,
NCBIGene:23584,Gene,V-set and immunoglobulin domain containing 2,,,11,NCBI:Gene,,VSIG2,PROTEIN_CODING,,606011,,
NCBIGene:127550,Gene,"alpha 1,3-galactosyltransferase 2",,,1,NCBI:Gene,,A3GALT2,PROTEIN_CODING,,619850,,
NCBIGene:7036,Gene,transferrin receptor 2,,,7,NCBI:Gene,,TFR2,PROTEIN_CODING,,604720,,
NCBIGene:7812,Gene,cold shock domain containing E1,,,1,NCBI:Gene,,CSDE1,PROTEIN_CODING,,191510,,
NCBIGene:26747,Gene,nuclear FMR1 interacting protein 1,,,13,NCBI:Gene,,NUFIP1,PROTEIN_CODING,,604354,,
NCBIGene:6355,Gene,C-C motif chemokine ligand 8,,,17,NCBI:Gene,,CCL8,PROTEIN_CODING,,602283,,
NCBIGene:100507043,Gene,transmembrane neural differentiation associated intracellular calcium regulator,,,14,NCBI:Gene,,TUNAR,PROTEIN_CODING,,615719,,
NCBIGene:9748,Gene,STE20 like kinase,,,10,NCBI:Gene,,SLK,PROTEIN_CODING,,616563,,
NCBIGene:2880,Gene,glutathione peroxidase 5,,,6,NCBI:Gene,,GPX5,PROTEIN_CODING,,603435,,
NCBIGene:1203,Gene,CLN5 lysosomal BMP synthase,,,13,NCBI:Gene,,CLN5,PROTEIN_CODING,,608102,,
NCBIGene:202,Gene,crystallin beta-gamma domain containing 1,,,6,NCBI:Gene,,CRYBG1,PROTEIN_CODING,,601797,,
NCBIGene:57580,Gene,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1",,,20,NCBI:Gene,,PREX1,PROTEIN_CODING,,606905,,
NCBIGene:10097,Gene,actin related protein 2,,,2,NCBI:Gene,,ACTR2,PROTEIN_CODING,,604221,,
NCBIGene:10226,Gene,perilipin 3,,,19,NCBI:Gene,,PLIN3,PROTEIN_CODING,,602702,,
NCBIGene:8997,Gene,kalirin RhoGEF kinase,,,3,NCBI:Gene,,KALRN,PROTEIN_CODING,,604605,,
NCBIGene:79135,Gene,apolipoprotein O,,,X,NCBI:Gene,,APOO,PROTEIN_CODING,,300753,,
NCBIGene:11021,Gene,"RAB35, member RAS oncogene family",,,12,NCBI:Gene,,RAB35,PROTEIN_CODING,,604199,,
NCBIGene:23171,Gene,glycerol-3-phosphate dehydrogenase 1 like,,,3,NCBI:Gene,,GPD1L,PROTEIN_CODING,,611778,,
NCBIGene:55379,Gene,leucine rich repeat containing 59,,,17,NCBI:Gene,,LRRC59,PROTEIN_CODING,,614854,,
NCBIGene:65010,Gene,solute carrier family 26 member 6,,,3,NCBI:Gene,,SLC26A6,PROTEIN_CODING,,610068,,
NCBIGene:4648,Gene,myosin VIIB,,,2,NCBI:Gene,,MYO7B,PROTEIN_CODING,,606541,,
NCBIGene:2766,Gene,guanosine monophosphate reductase,,,6,NCBI:Gene,,GMPR,PROTEIN_CODING,,139265,,
NCBIGene:6898,Gene,tyrosine aminotransferase,,,16,NCBI:Gene,,TAT,PROTEIN_CODING,,613018,,
NCBIGene:51676,Gene,ankyrin repeat and SOCS box containing 2,,,14,NCBI:Gene,,ASB2,PROTEIN_CODING,,605759,,
NCBIGene:4245,Gene,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",,,5,NCBI:Gene,,MGAT1,PROTEIN_CODING,,160995,,
NCBIGene:6248,Gene,regulator of solute carriers 1,,,1,NCBI:Gene,,RSC1A1,PROTEIN_CODING,,601966,,
NCBIGene:59286,Gene,ubiquitin like 5,,,19,NCBI:Gene,,UBL5,PROTEIN_CODING,,606849,,
NCBIGene:51218,Gene,glutaredoxin 5,,,14,NCBI:Gene,,GLRX5,PROTEIN_CODING,,609588,,
NCBIGene:160428,Gene,aldehyde dehydrogenase 1 family member L2,,,12,NCBI:Gene,,ALDH1L2,PROTEIN_CODING,,613584,,
NCBIGene:100130097,Gene,"kinesin family member 28, pseudogene",,,1,NCBI:Gene,,KIF28P,PROTEIN_CODING,,,,
NCBIGene:55148,Gene,ubiquitin protein ligase E3 component n-recognin 7,,,14,NCBI:Gene,,UBR7,PROTEIN_CODING,,613816,,
NCBIGene:55847,Gene,CDGSH iron sulfur domain 1,,,10,NCBI:Gene,,CISD1,PROTEIN_CODING,,611932,,
NCBIGene:64900,Gene,lipin 3,,,20,NCBI:Gene,,LPIN3,PROTEIN_CODING,,605520,,
NCBIGene:9942,Gene,xylulokinase,,,3,NCBI:Gene,,XYLB,PROTEIN_CODING,,604049,,
NCBIGene:54800,Gene,kelch like family member 24,,,3,NCBI:Gene,,KLHL24,PROTEIN_CODING,,611295,,
NCBIGene:8424,Gene,gamma-butyrobetaine hydroxylase 1,,,11,NCBI:Gene,,BBOX1,PROTEIN_CODING,,603312,,
NCBIGene:55041,Gene,pleckstrin homology domain containing B2,,,2,NCBI:Gene,,PLEKHB2,PROTEIN_CODING,,618452,,
NCBIGene:10811,Gene,NADPH oxidase activator 1,,,9,NCBI:Gene,,NOXA1,PROTEIN_CODING,,611255,,
NCBIGene:819,Gene,calcium modulating ligand,,,5,NCBI:Gene,,CAMLG,PROTEIN_CODING,,601118,,
NCBIGene:54932,Gene,exonuclease 3'-5' domain containing 3,,,9,NCBI:Gene,,EXD3,PROTEIN_CODING,,620859,,
NCBIGene:130120,Gene,regenerating family member 3 gamma,,,2,NCBI:Gene,,REG3G,PROTEIN_CODING,,609933,,
NCBIGene:10650,Gene,PRELI domain containing 3A,,,18,NCBI:Gene,,PRELID3A,PROTEIN_CODING,,616545,,
NCBIGene:4538,Gene,NADH dehydrogenase subunit 4,,,MT,NCBI:Gene,,ND4,PROTEIN_CODING,,,,
NCBIGene:222642,Gene,translocator protein 2,,,6,NCBI:Gene,,TSPO2,PROTEIN_CODING,,619409,,
NCBIGene:8635,Gene,ribonuclease T2,,,6,NCBI:Gene,,RNASET2,PROTEIN_CODING,,612944,,
NCBIGene:7726,Gene,tripartite motif containing 26,,,6,NCBI:Gene,,TRIM26,PROTEIN_CODING,,600830,,
NCBIGene:2696,Gene,gastric inhibitory polypeptide receptor,,,19,NCBI:Gene,,GIPR,PROTEIN_CODING,,137241,,
NCBIGene:54511,Gene,3-hydroxy-3-methylglutaryl-CoA lyase like 1,,,6,NCBI:Gene,,HMGCLL1,PROTEIN_CODING,,619050,,
NCBIGene:480,Gene,ATPase Na+/K+ transporting subunit alpha 4,,,1,NCBI:Gene,,ATP1A4,PROTEIN_CODING,,607321,,
NCBIGene:8065,Gene,cullin 5,,,11,NCBI:Gene,,CUL5,PROTEIN_CODING,,601741,,
NCBIGene:122402,Gene,tudor domain containing 9,,,14,NCBI:Gene,,TDRD9,PROTEIN_CODING,,617963,,
NCBIGene:51300,Gene,translocase of inner mitochondrial membrane domain containing 1,,,3,NCBI:Gene,,TIMMDC1,PROTEIN_CODING,,615534,,
NCBIGene:8449,Gene,DEAH-box helicase 16,,,6,NCBI:Gene,,DHX16,PROTEIN_CODING,,603405,,
NCBIGene:4668,Gene,alpha-N-acetylgalactosaminidase,,,22,NCBI:Gene,,NAGA,PROTEIN_CODING,,104170,,
NCBIGene:200933,Gene,F-box protein 45,,,3,NCBI:Gene,,FBXO45,PROTEIN_CODING,,609112,,
NCBIGene:51537,Gene,mitochondrial fission process 1,,,22,NCBI:Gene,,MTFP1,PROTEIN_CODING,,610235,,
NCBIGene:5286,Gene,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha,,,11,NCBI:Gene,,PIK3C2A,PROTEIN_CODING,,603601,,
NCBIGene:60492,Gene,coiled-coil domain containing 90B,,,11,NCBI:Gene,,CCDC90B,PROTEIN_CODING,,620753,,
NCBIGene:3283,Gene,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1",,,1,NCBI:Gene,,HSD3B1,PROTEIN_CODING,,109715,,
NCBIGene:51700,Gene,cytochrome b5 reductase 2,,,11,NCBI:Gene,,CYB5R2,PROTEIN_CODING,,608342,,
NCBIGene:130,Gene,alcohol dehydrogenase 6 (class V),,,4,NCBI:Gene,,ADH6,PROTEIN_CODING,,103735,,
NCBIGene:7026,Gene,nuclear receptor subfamily 2 group F member 2,,,15,NCBI:Gene,,NR2F2,PROTEIN_CODING,,107773,,
NCBIGene:79665,Gene,DEAH-box helicase 40,,,17,NCBI:Gene,,DHX40,PROTEIN_CODING,,607570,,
NCBIGene:51182,Gene,heat shock protein family A (Hsp70) member 14,,,10,NCBI:Gene,,HSPA14,PROTEIN_CODING,,610369,,
NCBIGene:54994,Gene,GID complex subunit 8 homolog,,,20,NCBI:Gene,,GID8,PROTEIN_CODING,,611625,,
NCBIGene:26608,Gene,transducin beta like 2,,,7,NCBI:Gene,,TBL2,PROTEIN_CODING,,605842,,
NCBIGene:54577,Gene,UDP glucuronosyltransferase family 1 member A7,,,2,NCBI:Gene,,UGT1A7,PROTEIN_CODING,,606432,,
NCBIGene:3613,Gene,inositol monophosphatase 2,,,18,NCBI:Gene,,IMPA2,PROTEIN_CODING,,605922,,
NCBIGene:8872,Gene,cell division cycle 123,,,10,NCBI:Gene,,CDC123,PROTEIN_CODING,,617708,,
NCBIGene:9025,Gene,ring finger protein 8,,,6,NCBI:Gene,,RNF8,PROTEIN_CODING,,611685,,
NCBIGene:54617,Gene,INO80 complex ATPase subunit,,,15,NCBI:Gene,,INO80,PROTEIN_CODING,,610169,,
NCBIGene:7031,Gene,trefoil factor 1,,,21,NCBI:Gene,,TFF1,PROTEIN_CODING,,113710,,
NCBIGene:79856,Gene,sorting nexin 22,,,15,NCBI:Gene,,SNX22,PROTEIN_CODING,,,,
NCBIGene:84883,Gene,"AIF family member 2, ferroptosis suppressor",,,10,NCBI:Gene,,AIFM2,PROTEIN_CODING,,605159,,
NCBIGene:7779,Gene,solute carrier family 30 member 1,,,1,NCBI:Gene,,SLC30A1,PROTEIN_CODING,,609521,,
NCBIGene:8529,Gene,cytochrome P450 family 4 subfamily F member 2,,,19,NCBI:Gene,,CYP4F2,PROTEIN_CODING,,604426,,
NCBIGene:953,Gene,ectonucleoside triphosphate diphosphohydrolase 1,,,10,NCBI:Gene,,ENTPD1,PROTEIN_CODING,,601752,,
NCBIGene:168620,Gene,basic helix-loop-helix family member a15,,,7,NCBI:Gene,,BHLHA15,PROTEIN_CODING,,608606,,
NCBIGene:79587,Gene,"cysteinyl-tRNA synthetase 2, mitochondrial",,,13,NCBI:Gene,,CARS2,PROTEIN_CODING,,612800,,
NCBIGene:51132,Gene,"ring finger protein, LIM domain interacting",,,X,NCBI:Gene,,RLIM,PROTEIN_CODING,,300379,,
NCBIGene:131870,Gene,nudix hydrolase 16,,,3,NCBI:Gene,,NUDT16,PROTEIN_CODING,,617381,,
NCBIGene:6712,Gene,"spectrin beta, non-erythrocytic 2",,,11,NCBI:Gene,,SPTBN2,PROTEIN_CODING,,604985,,
NCBIGene:730211,Gene,"heat shock protein 90 alpha family class A member 5, pseudogene",,,3,NCBI:Gene,,HSP90AA5P,PROTEIN_CODING,,,,
NCBIGene:8507,Gene,ectodermal-neural cortex 1,,,5,NCBI:Gene,,ENC1,PROTEIN_CODING,,605173,,
NCBIGene:4143,Gene,methionine adenosyltransferase 1A,,,10,NCBI:Gene,,MAT1A,PROTEIN_CODING,,610550,,
NCBIGene:3704,Gene,inosine triphosphatase,,,20,NCBI:Gene,,ITPA,PROTEIN_CODING,,147520,,
NCBIGene:23385,Gene,nicastrin,,,1,NCBI:Gene,,NCSTN,PROTEIN_CODING,,605254,,
NCBIGene:57520,Gene,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",,,2,NCBI:Gene,,HECW2,PROTEIN_CODING,,617245,,
NCBIGene:58510,Gene,proline dehydrogenase 2,,,19,NCBI:Gene,,PRODH2,PROTEIN_CODING,,616377,,
NCBIGene:6857,Gene,synaptotagmin 1,,,12,NCBI:Gene,,SYT1,PROTEIN_CODING,,185605,,
NCBIGene:374654,Gene,kinesin family member 7,,,15,NCBI:Gene,,KIF7,PROTEIN_CODING,,611254,,
NCBIGene:79814,Gene,agmatinase (putative),,,1,NCBI:Gene,,AGMAT,PROTEIN_CODING,,617887,,
NCBIGene:5824,Gene,peroxisomal biogenesis factor 19,,,1,NCBI:Gene,,PEX19,PROTEIN_CODING,,600279,,
NCBIGene:2326,Gene,flavin containing dimethylaniline monoxygenase 1,,,1,NCBI:Gene,,FMO1,PROTEIN_CODING,,136130,,
NCBIGene:161882,Gene,"zinc finger protein, FOG family member 1",,,16,NCBI:Gene,,ZFPM1,PROTEIN_CODING,,601950,,
NCBIGene:2775,Gene,G protein subunit alpha o1,,,16,NCBI:Gene,,GNAO1,PROTEIN_CODING,,139311,,
NCBIGene:4172,Gene,minichromosome maintenance complex component 3,,,6,NCBI:Gene,,MCM3,PROTEIN_CODING,,602693,,
NCBIGene:64321,Gene,SRY-box transcription factor 17,,,8,NCBI:Gene,,SOX17,PROTEIN_CODING,,610928,,
NCBIGene:8798,Gene,dual specificity tyrosine phosphorylation regulated kinase 4,,,12,NCBI:Gene,,DYRK4,PROTEIN_CODING,,609181,,
NCBIGene:117286,Gene,calcium and integrin binding family member 3,,,19,NCBI:Gene,,CIB3,PROTEIN_CODING,,610645,,
NCBIGene:1562,Gene,cytochrome P450 family 2 subfamily C member 18,,,10,NCBI:Gene,,CYP2C18,PROTEIN_CODING,,601131,,
NCBIGene:7367,Gene,UDP glucuronosyltransferase family 2 member B17,,,4,NCBI:Gene,,UGT2B17,PROTEIN_CODING,,601903,,
NCBIGene:414899,Gene,"BH3-like motif containing, cell death inducer",,,11,NCBI:Gene,,BLID,PROTEIN_CODING,,608853,,
NCBIGene:26073,Gene,DNA polymerase delta interacting protein 2,,,17,NCBI:Gene,,POLDIP2,PROTEIN_CODING,,611519,,
NCBIGene:374899,Gene,zinc finger protein 829,,,19,NCBI:Gene,,ZNF829,PROTEIN_CODING,,,,
NCBIGene:9064,Gene,mitogen-activated protein kinase kinase kinase 6,,,1,NCBI:Gene,,MAP3K6,PROTEIN_CODING,,604468,,
NCBIGene:63826,Gene,serine racemase,,,17,NCBI:Gene,,SRR,PROTEIN_CODING,,606477,,
NCBIGene:29958,Gene,dimethylglycine dehydrogenase,,,5,NCBI:Gene,,DMGDH,PROTEIN_CODING,,605849,,
NCBIGene:23457,Gene,ATP binding cassette subfamily B member 9,,,12,NCBI:Gene,,ABCB9,PROTEIN_CODING,,605453,,
NCBIGene:369,Gene,"A-Raf proto-oncogene, serine/threonine kinase",,,X,NCBI:Gene,,ARAF,PROTEIN_CODING,,311010,,
NCBIGene:768239,Gene,prosaposin like 1,,,4,NCBI:Gene,,PSAPL1,PROTEIN_CODING,,,,
NCBIGene:670,Gene,biphenyl hydrolase like,,,6,NCBI:Gene,,BPHL,PROTEIN_CODING,,603156,,
NCBIGene:283652,Gene,solute carrier family 24 member 5,,,15,NCBI:Gene,,SLC24A5,PROTEIN_CODING,,609802,,
NCBIGene:55486,Gene,presenilin associated rhomboid like,,,3,NCBI:Gene,,PARL,PROTEIN_CODING,,607858,,
NCBIGene:5684,Gene,proteasome 20S subunit alpha 3,,,14,NCBI:Gene,,PSMA3,PROTEIN_CODING,,176843,,
NCBIGene:4682,Gene,"NUBP iron-sulfur cluster assembly factor 1, cytosolic",,,16,NCBI:Gene,,NUBP1,PROTEIN_CODING,,600280,,
NCBIGene:341676,Gene,NIMA related kinase 5,,,13,NCBI:Gene,,NEK5,PROTEIN_CODING,,616731,,
NCBIGene:10210,Gene,"TOP1 binding arginine/serine rich protein, E3 ubiquitin ligase",,,9,NCBI:Gene,,TOPORS,PROTEIN_CODING,,609507,,
NCBIGene:113829,Gene,solute carrier family 35 member A4,,,5,NCBI:Gene,,SLC35A4,PROTEIN_CODING,,620297,,
NCBIGene:7267,Gene,tetratricopeptide repeat domain 3,,,21,NCBI:Gene,,TTC3,PROTEIN_CODING,,602259,,
NCBIGene:9536,Gene,prostaglandin E synthase,,,9,NCBI:Gene,,PTGES,PROTEIN_CODING,,605172,,
NCBIGene:284184,Gene,NADH:ubiquinone oxidoreductase complex assembly factor 8,,,17,NCBI:Gene,,NDUFAF8,PROTEIN_CODING,,618461,,
NCBIGene:56965,Gene,poly(ADP-ribose) polymerase family member 6,,,15,NCBI:Gene,,PARP6,PROTEIN_CODING,,619439,,
NCBIGene:133308,Gene,solute carrier family 9 member B2,,,4,NCBI:Gene,,SLC9B2,PROTEIN_CODING,,611789,,
NCBIGene:5805,Gene,6-pyruvoyltetrahydropterin synthase,,,11,NCBI:Gene,,PTS,PROTEIN_CODING,,612719,,
NCBIGene:738,Gene,VPS51 subunit of GARP complex,,,11,NCBI:Gene,,VPS51,PROTEIN_CODING,,615738,,
NCBIGene:84895,Gene,mitoguardin 2,,,9,NCBI:Gene,,MIGA2,PROTEIN_CODING,,616774,,
NCBIGene:91942,Gene,NADH:ubiquinone oxidoreductase complex assembly factor 2,,,5,NCBI:Gene,,NDUFAF2,PROTEIN_CODING,,609653,,
NCBIGene:25898,Gene,ring finger and CHY zinc finger domain containing 1,,,4,NCBI:Gene,,RCHY1,PROTEIN_CODING,,607680,,
NCBIGene:55669,Gene,mitofusin 1,,,3,NCBI:Gene,,MFN1,PROTEIN_CODING,,608506,,
NCBIGene:55604,Gene,capping protein regulator and myosin 1 linker 1,,,6,NCBI:Gene,,CARMIL1,PROTEIN_CODING,,609593,,
NCBIGene:11113,Gene,citron rho-interacting serine/threonine kinase,,,12,NCBI:Gene,,CIT,PROTEIN_CODING,,605629,,
NCBIGene:57095,Gene,PITH domain containing 1,,,1,NCBI:Gene,,PITHD1,PROTEIN_CODING,,618784,,
NCBIGene:29988,Gene,solute carrier family 2 member 8,,,9,NCBI:Gene,,SLC2A8,PROTEIN_CODING,,605245,,
NCBIGene:64951,Gene,mitochondrial ribosomal protein S24,,,7,NCBI:Gene,,MRPS24,PROTEIN_CODING,,611986,,
NCBIGene:51520,Gene,leucyl-tRNA synthetase 1,,,5,NCBI:Gene,,LARS1,PROTEIN_CODING,,151350,,
NCBIGene:8871,Gene,synaptojanin 2,,,6,NCBI:Gene,,SYNJ2,PROTEIN_CODING,,609410,,
NCBIGene:6588,Gene,sarcolipin,,,11,NCBI:Gene,,SLN,PROTEIN_CODING,,602203,,
NCBIGene:91754,Gene,NIMA related kinase 9,,,14,NCBI:Gene,,NEK9,PROTEIN_CODING,,609798,,
NCBIGene:1118,Gene,chitinase 1,,,1,NCBI:Gene,,CHIT1,PROTEIN_CODING,,600031,,
NCBIGene:4535,Gene,NADH dehydrogenase subunit 1,,,MT,NCBI:Gene,,ND1,PROTEIN_CODING,,,,
NCBIGene:196294,Gene,inner mitochondrial membrane peptidase subunit 1,,,11,NCBI:Gene,,IMMP1L,PROTEIN_CODING,,612323,,
NCBIGene:64170,Gene,caspase recruitment domain family member 9,,,9,NCBI:Gene,,CARD9,PROTEIN_CODING,,607212,,
NCBIGene:79707,Gene,nucleolar protein 9,,,1,NCBI:Gene,,NOL9,PROTEIN_CODING,,620304,,
NCBIGene:55057,Gene,crystallin beta-gamma domain containing 2,,,1,NCBI:Gene,,CRYBG2,PROTEIN_CODING,,619765,,
NCBIGene:285848,Gene,"patatin like domain 1, omega-hydroxyceramide transacylase",,,6,NCBI:Gene,,PNPLA1,PROTEIN_CODING,,612121,,
NCBIGene:517,Gene,ATP synthase membrane subunit c locus 2,,,12,NCBI:Gene,,ATP5MC2,PROTEIN_CODING,,603193,,
NCBIGene:401720,Gene,fidgetin like 2,,,12,NCBI:Gene,,FIGNL2,PROTEIN_CODING,,620503,,
NCBIGene:63894,Gene,"VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog",,,14,NCBI:Gene,,VIPAS39,PROTEIN_CODING,,613401,,
NCBIGene:10783,Gene,NIMA related kinase 6,,,9,NCBI:Gene,,NEK6,PROTEIN_CODING,,604884,,
NCBIGene:126133,Gene,aldehyde dehydrogenase 16 family member A1,,,19,NCBI:Gene,,ALDH16A1,PROTEIN_CODING,,613358,,
NCBIGene:140823,Gene,reactive oxygen species modulator 1,,,20,NCBI:Gene,,ROMO1,PROTEIN_CODING,,618894,,
NCBIGene:53637,Gene,sphingosine-1-phosphate receptor 5,,,19,NCBI:Gene,,S1PR5,PROTEIN_CODING,,605146,,
NCBIGene:9709,Gene,homocysteine inducible ER protein with ubiquitin like domain 1,,,16,NCBI:Gene,,HERPUD1,PROTEIN_CODING,,608070,,
NCBIGene:7805,Gene,lysosomal protein transmembrane 5,,,1,NCBI:Gene,,LAPTM5,PROTEIN_CODING,,601476,,
NCBIGene:1678,Gene,translocase of inner mitochondrial membrane 8A,,,X,NCBI:Gene,,TIMM8A,PROTEIN_CODING,,300356,,
NCBIGene:84327,Gene,zinc finger BED-type containing 3,,,5,NCBI:Gene,,ZBED3,PROTEIN_CODING,,615250,,
NCBIGene:5603,Gene,mitogen-activated protein kinase 13,,,6,NCBI:Gene,,MAPK13,PROTEIN_CODING,,602899,,
NCBIGene:7712,Gene,zinc finger protein 157,,,X,NCBI:Gene,,ZNF157,PROTEIN_CODING,,300024,,
NCBIGene:50865,Gene,heme binding protein 1,,,12,NCBI:Gene,,HEBP1,PROTEIN_CODING,,605826,,
NCBIGene:340591,Gene,carbonic anhydrase 5B pseudogene 1,,,X,NCBI:Gene,,CA5BP1,PROTEIN_CODING,,,,
NCBIGene:51142,Gene,coiled-coil-helix-coiled-coil-helix domain containing 2,,,7,NCBI:Gene,,CHCHD2,PROTEIN_CODING,,616244,,
NCBIGene:23324,Gene,mannosidase alpha class 2B member 2,,,4,NCBI:Gene,,MAN2B2,PROTEIN_CODING,,618899,,
NCBIGene:55017,Gene,chromosome 14 open reading frame 119,,,14,NCBI:Gene,,C14orf119,PROTEIN_CODING,,,,
NCBIGene:79077,Gene,dCTP pyrophosphatase 1,,,16,NCBI:Gene,,DCTPP1,PROTEIN_CODING,,615840,,
NCBIGene:6840,Gene,supervillin,,,10,NCBI:Gene,,SVIL,PROTEIN_CODING,,604126,,
NCBIGene:10458,Gene,BAR/IMD domain containing adaptor protein 2,,,17,NCBI:Gene,,BAIAP2,PROTEIN_CODING,,605475,,
NCBIGene:55958,Gene,kelch like family member 9,,,9,NCBI:Gene,,KLHL9,PROTEIN_CODING,,611201,,
NCBIGene:153768,Gene,PRELI domain containing 2,,,5,NCBI:Gene,,PRELID2,PROTEIN_CODING,,620750,,
NCBIGene:23169,Gene,solute carrier family 35 member D1,,,1,NCBI:Gene,,SLC35D1,PROTEIN_CODING,,610804,,
NCBIGene:29089,Gene,ubiquitin conjugating enzyme E2 T,,,1,NCBI:Gene,,UBE2T,PROTEIN_CODING,,610538,,
NCBIGene:1763,Gene,DNA replication helicase/nuclease 2,,,10,NCBI:Gene,,DNA2,PROTEIN_CODING,,601810,,
NCBIGene:5073,Gene,poly(A)-specific ribonuclease,,,16,NCBI:Gene,,PARN,PROTEIN_CODING,,604212,,
NCBIGene:1456,Gene,casein kinase 1 gamma 3,,,5,NCBI:Gene,,CSNK1G3,PROTEIN_CODING,,604253,,
NCBIGene:54898,Gene,ELOVL fatty acid elongase 2,,,6,NCBI:Gene,,ELOVL2,PROTEIN_CODING,,611814,,
NCBIGene:114780,Gene,polycystin 1 like 2 (gene/pseudogene),,,16,NCBI:Gene,,PKD1L2,PROTEIN_CODING,,607894,,
NCBIGene:4621,Gene,myosin heavy chain 3,,,17,NCBI:Gene,,MYH3,PROTEIN_CODING,,160720,,
NCBIGene:53917,Gene,"RAB24, member RAS oncogene family",,,5,NCBI:Gene,,RAB24,PROTEIN_CODING,,612415,,
NCBIGene:8711,Gene,tyrosine kinase non receptor 1,,,17,NCBI:Gene,,TNK1,PROTEIN_CODING,,608076,,
NCBIGene:346606,Gene,monoacylglycerol O-acyltransferase 3,,,7,NCBI:Gene,,MOGAT3,PROTEIN_CODING,,610184,,
NCBIGene:283820,Gene,NODAL modulator 2,,,16,NCBI:Gene,,NOMO2,PROTEIN_CODING,,609158,,
NCBIGene:7444,Gene,VRK serine/threonine kinase 2,,,2,NCBI:Gene,,VRK2,PROTEIN_CODING,,602169,,
NCBIGene:6717,Gene,sorcin,,,7,NCBI:Gene,,SRI,PROTEIN_CODING,,182520,,
NCBIGene:10573,Gene,mitochondrial ribosomal protein L28,,,16,NCBI:Gene,,MRPL28,PROTEIN_CODING,,604853,,
